DATE OCC,AREA ,AREA NAME,Part 1-2,Crm Cd,Crm Cd Desc,DR_NO
2016,05,Harbor,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),451
2019,17,Devonshire,2,946,OTHER MISCELLANEOUS CRIME,59
2017,18,Southeast,2,237,CHILD NEGLECT (SEE 300 W.I.C.),24
2013,01,Central,2,942,BRIBERY,1
2018,18,Southeast,1,520,VEHICLE - ATTEMPT STOLEN,23
2018,19,Mission,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",99
2010,18,Southeast,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1
2015,03,Southwest,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",33
2016,02,Rampart,1,121,"RAPE, FORCIBLE",73
2017,13,Newton,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2
2017,15,N Hollywood,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),271
2011,13,Newton,2,437,RESISTING ARREST,21
2012,02,Rampart,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,783
2011,15,N Hollywood,2,901,VIOLATION OF RESTRAINING ORDER,69
2018,02,Rampart,2,623,BATTERY POLICE (SIMPLE),23
2011,17,Devonshire,1,440,THEFT PLAIN - PETTY ($950 & UNDER),588
2015,19,Mission,2,660,COUNTERFEIT,3
2016,10,West Valley,2,933,PROWLER,7
2016,05,Harbor,2,946,OTHER MISCELLANEOUS CRIME,82
2014,17,Devonshire,2,922,CHILD STEALING,4
2012,17,Devonshire,2,949,ILLEGAL DUMPING,3
2019,13,Newton,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",4
2011,21,Topanga,2,932,PEEPING TOM,4
2014,03,Southwest,2,662,"BUNCO, GRAND THEFT",35
2016,08,West LA,2,664,"BUNCO, PETTY THEFT",32
2016,18,Southeast,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),63
2017,06,Hollywood,1,350,"THEFT, PERSON",94
2015,07,Wilshire,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",5
2010,09,Van Nuys,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,13
2018,11,Northeast,2,762,LEWD CONDUCT,9
2013,01,Central,2,623,BATTERY POLICE (SIMPLE),42
2010,10,West Valley,2,886,DISTURBING THE PEACE,46
2019,12,77th Street,2,910,KIDNAPPING,15
2012,16,Foothill,1,520,VEHICLE - ATTEMPT STOLEN,14
2010,02,Rampart,2,649,DOCUMENT FORGERY / STOLEN FELONY,76
2012,04,Hollenbeck,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",21
2016,18,Southeast,2,860,BATTERY WITH SEXUAL CONTACT,39
2011,11,Northeast,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",137
2011,11,Northeast,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",7
2010,08,West LA,2,647,THROWING OBJECT AT MOVING VEHICLE,6
2018,12,77th Street,1,350,"THEFT, PERSON",236
2014,03,Southwest,1,350,"THEFT, PERSON",114
2013,14,Pacific,2,940,EXTORTION,2
2010,18,Southeast,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",39
2018,09,Van Nuys,2,664,"BUNCO, PETTY THEFT",28
2018,08,West LA,2,661,UNAUTHORIZED COMPUTER ACCESS,20
2019,11,Northeast,2,237,CHILD NEGLECT (SEE 300 W.I.C.),7
2011,09,Van Nuys,2,438,RECKLESS DRIVING,3
2013,05,Harbor,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",280
2019,08,West LA,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",11
2016,12,77th Street,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),176
2018,09,Van Nuys,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",8
2011,06,Hollywood,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),77
2012,21,Topanga,2,237,CHILD NEGLECT (SEE 300 W.I.C.),26
2019,04,Hollenbeck,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,13
2019,09,Van Nuys,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,178
2011,05,Harbor,2,753,DISCHARGE FIREARMS/SHOTS FIRED,40
2019,12,77th Street,1,122,"RAPE, ATTEMPTED",6
2014,21,Topanga,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230
2017,21,Topanga,2,439,FALSE POLICE REPORT,1
2010,06,Hollywood,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),20
2017,06,Hollywood,2,903,CONTEMPT OF COURT,28
2017,02,Rampart,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1
2018,03,Southwest,2,805,PIMPING,1
2019,07,Wilshire,2,763,STALKING,9
2013,10,West Valley,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",6
2015,06,Hollywood,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1
2010,16,Foothill,1,450,THEFT FROM PERSON - ATTEMPT,1
2010,13,Newton,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,4
2013,10,West Valley,1,352,PICKPOCKET,1
2010,01,Central,2,943,CRUELTY TO ANIMALS,6
2017,07,Wilshire,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",67
2010,14,Pacific,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2010,02,Rampart,2,647,THROWING OBJECT AT MOVING VEHICLE,6
2016,19,Mission,1,648,ARSON,29
2017,02,Rampart,1,520,VEHICLE - ATTEMPT STOLEN,7
2017,19,Mission,1,441,THEFT PLAIN - ATTEMPT,4
2019,03,Southwest,2,660,COUNTERFEIT,3
2016,02,Rampart,1,330,BURGLARY FROM VEHICLE,647
2019,21,Topanga,1,761,BRANDISH WEAPON,70
2012,20,Olympic,1,210,ROBBERY,498
2018,17,Devonshire,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,8
2015,15,N Hollywood,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,5
2014,03,Southwest,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,3
2019,17,Devonshire,2,762,LEWD CONDUCT,5
2017,11,Northeast,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",1
2016,09,Van Nuys,1,310,BURGLARY,672
2016,19,Mission,2,753,DISCHARGE FIREARMS/SHOTS FIRED,24
2010,20,Olympic,1,470,TILL TAP - GRAND THEFT ($950.01 & OVER),1
2018,03,Southwest,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",36
2018,13,Newton,1,220,ATTEMPTED ROBBERY,116
2010,07,Wilshire,2,900,VIOLATION OF COURT ORDER,40
2015,12,77th Street,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,3
2018,18,Southeast,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),69
2016,01,Central,2,434,FALSE IMPRISONMENT,2
2015,17,Devonshire,2,662,"BUNCO, GRAND THEFT",52
2010,15,N Hollywood,2,946,OTHER MISCELLANEOUS CRIME,92
2018,05,Harbor,1,441,THEFT PLAIN - ATTEMPT,8
2010,03,Southwest,2,880,DISRUPT SCHOOL,1
2016,12,77th Street,1,510,VEHICLE - STOLEN,1624
2013,04,Hollenbeck,2,910,KIDNAPPING,9
2010,15,N Hollywood,2,813,CHILD ANNOYING (17YRS & UNDER),38
2018,16,Foothill,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",355
2011,17,Devonshire,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,6
2013,04,Hollenbeck,2,763,STALKING,5
2017,20,Olympic,2,901,VIOLATION OF RESTRAINING ORDER,101
2013,01,Central,2,922,CHILD STEALING,1
2016,08,West LA,1,310,BURGLARY,917
2012,14,Pacific,2,901,VIOLATION OF RESTRAINING ORDER,65
2015,15,N Hollywood,2,763,STALKING,6
2017,17,Devonshire,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",12
2018,11,Northeast,1,121,"RAPE, FORCIBLE",39
2010,18,Southeast,2,943,CRUELTY TO ANIMALS,12
2017,15,N Hollywood,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),26
2018,02,Rampart,2,886,DISTURBING THE PEACE,7
2017,18,Southeast,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,18
2018,03,Southwest,2,922,CHILD STEALING,6
2011,14,Pacific,2,354,THEFT OF IDENTITY,574
2018,17,Devonshire,1,441,THEFT PLAIN - ATTEMPT,8
2017,06,Hollywood,2,622,BATTERY ON A FIREFIGHTER,3
2014,17,Devonshire,2,928,THREATENING PHONE CALLS/LETTERS,14
2017,20,Olympic,2,860,BATTERY WITH SEXUAL CONTACT,87
2015,18,Southeast,1,473,"THEFT, COIN MACHINE - GRAND ($950.01 & OVER)",1
2014,19,Mission,1,441,THEFT PLAIN - ATTEMPT,4
2012,05,Harbor,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",307
2014,07,Wilshire,2,624,BATTERY - SIMPLE ASSAULT,689
2012,21,Topanga,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),80
2012,14,Pacific,2,762,LEWD CONDUCT,7
2018,09,Van Nuys,2,753,DISCHARGE FIREARMS/SHOTS FIRED,15
2019,14,Pacific,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),313
2012,16,Foothill,2,850,INDECENT EXPOSURE,29
2018,11,Northeast,2,434,FALSE IMPRISONMENT,18
2010,08,West LA,1,648,ARSON,6
2012,01,Central,1,648,ARSON,6
2015,02,Rampart,1,450,THEFT FROM PERSON - ATTEMPT,1
2017,08,West LA,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),272
2016,16,Foothill,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",61
2012,11,Northeast,1,350,"THEFT, PERSON",25
2019,20,Olympic,1,251,SHOTS FIRED AT INHABITED DWELLING,3
2011,07,Wilshire,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),129
2016,02,Rampart,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",545
2019,18,Southeast,2,814,CHILD PORNOGRAPHY,2
2011,21,Topanga,1,251,SHOTS FIRED AT INHABITED DWELLING,3
2015,04,Hollenbeck,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2
2018,01,Central,2,623,BATTERY POLICE (SIMPLE),81
2011,12,77th Street,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",107
2012,08,West LA,2,649,DOCUMENT FORGERY / STOLEN FELONY,145
2018,16,Foothill,2,439,FALSE POLICE REPORT,1
2012,16,Foothill,2,354,THEFT OF IDENTITY,672
2010,04,Hollenbeck,2,623,BATTERY POLICE (SIMPLE),8
2018,14,Pacific,2,755,BOMB SCARE,27
2016,03,Southwest,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,73
2010,21,Topanga,1,487,BOAT - STOLEN,4
2015,14,Pacific,2,647,THROWING OBJECT AT MOVING VEHICLE,7
2010,06,Hollywood,2,755,BOMB SCARE,9
2010,05,Harbor,2,237,CHILD NEGLECT (SEE 300 W.I.C.),60
2017,15,N Hollywood,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",45
2016,07,Wilshire,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,25
2010,14,Pacific,2,888,TRESPASSING,83
2018,08,West LA,1,441,THEFT PLAIN - ATTEMPT,9
2016,13,Newton,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",3
2015,17,Devonshire,2,666,"BUNCO, ATTEMPT",6
2016,12,77th Street,1,310,BURGLARY,705
2011,17,Devonshire,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1
2011,17,Devonshire,2,666,"BUNCO, ATTEMPT",4
2019,11,Northeast,2,944,CONSPIRACY,1
2013,05,Harbor,1,110,CRIMINAL HOMICIDE,13
2012,21,Topanga,1,310,BURGLARY,766
2016,01,Central,2,920,KIDNAPPING - GRAND ATTEMPT,1
2015,06,Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),917
2012,19,Mission,1,251,SHOTS FIRED AT INHABITED DWELLING,11
2017,20,Olympic,2,886,DISTURBING THE PEACE,4
2016,11,Northeast,2,649,DOCUMENT FORGERY / STOLEN FELONY,113
2011,12,77th Street,1,450,THEFT FROM PERSON - ATTEMPT,4
2011,16,Foothill,2,944,CONSPIRACY,2
2015,19,Mission,1,480,BIKE - STOLEN,10
2018,10,West Valley,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,4
2011,06,Hollywood,2,439,FALSE POLICE REPORT,3
2012,17,Devonshire,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,32
2018,01,Central,1,350,"THEFT, PERSON",247
2012,16,Foothill,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,5
2017,14,Pacific,1,122,"RAPE, ATTEMPTED",4
2012,16,Foothill,2,928,THREATENING PHONE CALLS/LETTERS,8
2012,13,Newton,1,210,ROBBERY,651
2012,03,Southwest,1,820,ORAL COPULATION,14
2016,20,Olympic,2,932,PEEPING TOM,12
2013,13,Newton,1,352,PICKPOCKET,2
2019,08,West LA,2,649,DOCUMENT FORGERY / STOLEN FELONY,127
2013,05,Harbor,1,761,BRANDISH WEAPON,37
2012,15,N Hollywood,1,330,BURGLARY FROM VEHICLE,1216
2014,12,77th Street,2,813,CHILD ANNOYING (17YRS & UNDER),39
2012,07,Wilshire,1,450,THEFT FROM PERSON - ATTEMPT,1
2019,09,Van Nuys,1,352,PICKPOCKET,3
2011,18,Southeast,2,438,RECKLESS DRIVING,1
2016,02,Rampart,2,910,KIDNAPPING,8
2015,20,Olympic,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,5
2011,12,77th Street,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,22
2010,08,West LA,2,762,LEWD CONDUCT,5
2016,05,Harbor,2,661,UNAUTHORIZED COMPUTER ACCESS,5
2014,09,Van Nuys,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",10
2019,21,Topanga,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,11
2010,11,Northeast,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1
2012,05,Harbor,2,237,CHILD NEGLECT (SEE 300 W.I.C.),51
2014,08,West LA,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2012,02,Rampart,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),328
2019,04,Hollenbeck,2,860,BATTERY WITH SEXUAL CONTACT,41
2016,11,Northeast,2,647,THROWING OBJECT AT MOVING VEHICLE,5
2010,11,Northeast,1,510,VEHICLE - STOLEN,901
2017,15,N Hollywood,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",4
2018,04,Hollenbeck,2,850,INDECENT EXPOSURE,19
2012,16,Foothill,2,762,LEWD CONDUCT,8
2013,14,Pacific,1,510,VEHICLE - STOLEN,689
2016,06,Hollywood,2,434,FALSE IMPRISONMENT,7
2012,17,Devonshire,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",6
2017,02,Rampart,2,434,FALSE IMPRISONMENT,2
2015,07,Wilshire,1,320,"BURGLARY, ATTEMPTED",77
2016,09,Van Nuys,2,660,COUNTERFEIT,7
2019,18,Southeast,2,910,KIDNAPPING,9
2017,13,Newton,2,806,PANDERING,1
2012,17,Devonshire,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",11
2014,20,Olympic,1,480,BIKE - STOLEN,113
2017,07,Wilshire,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,29
2010,11,Northeast,1,450,THEFT FROM PERSON - ATTEMPT,4
2019,19,Mission,2,922,CHILD STEALING,4
2012,14,Pacific,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,7
2017,16,Foothill,2,922,CHILD STEALING,2
2014,08,West LA,1,220,ATTEMPTED ROBBERY,21
2019,06,Hollywood,2,948,BIGAMY,2
2017,02,Rampart,2,347,GRAND THEFT / INSURANCE FRAUD,1
2015,05,Harbor,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",39
2012,14,Pacific,2,932,PEEPING TOM,7
2013,10,West Valley,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,225
2011,02,Rampart,2,813,CHILD ANNOYING (17YRS & UNDER),26
2010,02,Rampart,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,307
2012,08,West LA,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,159
2015,10,West Valley,2,946,OTHER MISCELLANEOUS CRIME,83
2014,19,Mission,1,210,ROBBERY,248
2011,13,Newton,2,928,THREATENING PHONE CALLS/LETTERS,7
2018,16,Foothill,2,625,OTHER ASSAULT,21
2015,15,N Hollywood,2,910,KIDNAPPING,12
2018,04,Hollenbeck,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",18
2018,05,Harbor,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,21
2013,03,Southwest,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",28
2019,21,Topanga,1,330,BURGLARY FROM VEHICLE,735
2014,19,Mission,2,434,FALSE IMPRISONMENT,6
2019,21,Topanga,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",12
2019,16,Foothill,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),197
2018,08,West LA,2,755,BOMB SCARE,21
2019,19,Mission,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,6
2010,14,Pacific,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1334
2018,04,Hollenbeck,2,438,RECKLESS DRIVING,2
2010,21,Topanga,2,949,ILLEGAL DUMPING,8
2016,03,Southwest,1,820,ORAL COPULATION,16
2015,08,West LA,2,660,COUNTERFEIT,2
2015,11,Northeast,1,350,"THEFT, PERSON",20
2011,06,Hollywood,1,121,"RAPE, FORCIBLE",72
2019,14,Pacific,1,320,"BURGLARY, ATTEMPTED",87
2019,04,Hollenbeck,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",1
2012,03,Southwest,1,121,"RAPE, FORCIBLE",57
2017,18,Southeast,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),78
2015,19,Mission,1,220,ATTEMPTED ROBBERY,30
2017,18,Southeast,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),578
2015,03,Southwest,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),56
2012,20,Olympic,1,351,PURSE SNATCHING,10
2012,19,Mission,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,25
2019,04,Hollenbeck,2,813,CHILD ANNOYING (17YRS & UNDER),32
2014,04,Hollenbeck,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1
2011,17,Devonshire,2,813,CHILD ANNOYING (17YRS & UNDER),45
2010,05,Harbor,2,647,THROWING OBJECT AT MOVING VEHICLE,9
2015,06,Hollywood,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1
2016,01,Central,1,480,BIKE - STOLEN,260
2017,02,Rampart,1,110,CRIMINAL HOMICIDE,12
2011,15,N Hollywood,2,940,EXTORTION,6
2011,15,N Hollywood,2,237,CHILD NEGLECT (SEE 300 W.I.C.),43
2012,05,Harbor,2,922,CHILD STEALING,5
2012,21,Topanga,2,625,OTHER ASSAULT,1
2015,18,Southeast,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",793
2015,09,Van Nuys,2,922,CHILD STEALING,3
2015,20,Olympic,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,3
2012,15,N Hollywood,2,437,RESISTING ARREST,9
2011,01,Central,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1
2011,09,Van Nuys,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",597
2018,20,Olympic,1,350,"THEFT, PERSON",96
2019,16,Foothill,1,520,VEHICLE - ATTEMPT STOLEN,17
2019,10,West Valley,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",22
2016,01,Central,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2014,08,West LA,1,210,ROBBERY,107
2013,15,N Hollywood,1,441,THEFT PLAIN - ATTEMPT,36
2012,07,Wilshire,2,439,FALSE POLICE REPORT,1
2018,06,Hollywood,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,5
2016,14,Pacific,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",13
2011,13,Newton,2,932,PEEPING TOM,5
2018,19,Mission,1,820,ORAL COPULATION,11
2013,15,N Hollywood,2,850,INDECENT EXPOSURE,27
2017,08,West LA,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",3
2014,16,Foothill,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,4
2016,18,Southeast,2,920,KIDNAPPING - GRAND ATTEMPT,6
2019,12,77th Street,2,928,THREATENING PHONE CALLS/LETTERS,8
2014,12,77th Street,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),74
2015,21,Topanga,2,920,KIDNAPPING - GRAND ATTEMPT,3
2015,09,Van Nuys,2,652,DOCUMENT WORTHLESS ($200 & UNDER),2
2016,06,Hollywood,1,210,ROBBERY,499
2015,11,Northeast,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,66
2012,08,West LA,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,207
2016,10,West Valley,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",11
2014,07,Wilshire,1,471,TILL TAP - PETTY ($950 & UNDER),2
2011,04,Hollenbeck,2,354,THEFT OF IDENTITY,377
2013,15,N Hollywood,2,922,CHILD STEALING,3
2019,12,77th Street,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,446
2017,16,Foothill,1,471,TILL TAP - PETTY ($950 & UNDER),1
2013,18,Southeast,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),68
2018,19,Mission,2,900,VIOLATION OF COURT ORDER,126
2015,17,Devonshire,1,648,ARSON,12
2018,02,Rampart,2,666,"BUNCO, ATTEMPT",3
2010,05,Harbor,1,210,ROBBERY,273
2013,14,Pacific,2,435,LYNCHING,1
2016,11,Northeast,1,352,PICKPOCKET,3
2019,15,N Hollywood,1,330,BURGLARY FROM VEHICLE,964
2013,01,Central,2,840,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",1
2014,10,West Valley,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),290
2017,02,Rampart,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",2
2011,16,Foothill,1,487,BOAT - STOLEN,2
2016,15,N Hollywood,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),1
2014,19,Mission,2,949,ILLEGAL DUMPING,4
2017,13,Newton,2,813,CHILD ANNOYING (17YRS & UNDER),23
2012,13,Newton,1,121,"RAPE, FORCIBLE",35
2014,13,Newton,1,761,BRANDISH WEAPON,32
2012,16,Foothill,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,3
2014,20,Olympic,2,437,RESISTING ARREST,5
2016,18,Southeast,2,623,BATTERY POLICE (SIMPLE),32
2012,16,Foothill,2,888,TRESPASSING,59
2019,02,Rampart,2,903,CONTEMPT OF COURT,7
2010,09,Van Nuys,1,310,BURGLARY,709
2012,02,Rampart,2,625,OTHER ASSAULT,2
2018,01,Central,2,661,UNAUTHORIZED COMPUTER ACCESS,7
2019,04,Hollenbeck,2,865,"DRUGS, TO A MINOR",6
2019,16,Foothill,1,330,BURGLARY FROM VEHICLE,406
2014,17,Devonshire,2,886,DISTURBING THE PEACE,26
2014,09,Van Nuys,2,890,FAILURE TO YIELD,2
2019,03,Southwest,2,763,STALKING,11
2011,21,Topanga,2,850,INDECENT EXPOSURE,10
2010,11,Northeast,1,761,BRANDISH WEAPON,46
2019,13,Newton,2,850,INDECENT EXPOSURE,19
2011,07,Wilshire,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,271
2018,12,77th Street,2,890,FAILURE TO YIELD,7
2015,14,Pacific,2,354,THEFT OF IDENTITY,824
2017,01,Central,2,949,ILLEGAL DUMPING,5
2019,15,N Hollywood,1,110,CRIMINAL HOMICIDE,10
2015,10,West Valley,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),228
2014,07,Wilshire,2,437,RESISTING ARREST,7
2010,11,Northeast,1,473,"THEFT, COIN MACHINE - GRAND ($950.01 & OVER)",1
2013,15,N Hollywood,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,479
2013,14,Pacific,2,946,OTHER MISCELLANEOUS CRIME,126
2010,12,77th Street,1,121,"RAPE, FORCIBLE",76
2019,09,Van Nuys,2,901,VIOLATION OF RESTRAINING ORDER,64
2015,18,Southeast,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,302
2013,05,Harbor,2,933,PROWLER,2
2014,17,Devonshire,2,237,CHILD NEGLECT (SEE 300 W.I.C.),29
2014,13,Newton,2,660,COUNTERFEIT,4
2019,16,Foothill,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,61
2011,13,Newton,2,943,CRUELTY TO ANIMALS,15
2013,07,Wilshire,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",18
2017,19,Mission,2,805,PIMPING,1
2012,11,Northeast,1,648,ARSON,14
2019,15,N Hollywood,2,437,RESISTING ARREST,13
2012,05,Harbor,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",15
2016,03,Southwest,1,761,BRANDISH WEAPON,170
2018,18,Southeast,2,900,VIOLATION OF COURT ORDER,105
2018,06,Hollywood,2,753,DISCHARGE FIREARMS/SHOTS FIRED,7
2013,12,77th Street,2,437,RESISTING ARREST,24
2017,01,Central,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,51
2018,15,N Hollywood,2,900,VIOLATION OF COURT ORDER,10
2014,13,Newton,1,440,THEFT PLAIN - PETTY ($950 & UNDER),631
2014,05,Harbor,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),466
2018,12,77th Street,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1189
2019,13,Newton,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,74
2016,14,Pacific,2,437,RESISTING ARREST,20
2019,10,West Valley,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),246
2016,05,Harbor,2,920,KIDNAPPING - GRAND ATTEMPT,1
2015,12,77th Street,2,806,PANDERING,10
2018,19,Mission,2,932,PEEPING TOM,9
2018,08,West LA,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",10
2017,18,Southeast,1,320,"BURGLARY, ATTEMPTED",72
2014,03,Southwest,1,480,BIKE - STOLEN,68
