DATE OCC,AREA,AREA NAME,Part 1-2,Crm Cd,Crm Cd Desc,DR_NO
2020,10,West Valley,2,910,KIDNAPPING,2
2020,09,Van Nuys,2,850,INDECENT EXPOSURE,10
2021,14,Pacific,1,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",141
2020,13,Newton,2,870,CHILD ABANDONMENT,1
2021,18,Southeast,2,805,PIMPING,2
2020,07,Wilshire,1,220,ATTEMPTED ROBBERY,42
2022,20,Olympic,2,237,CHILD NEGLECT (SEE 300 W.I.C.),11
2022,05,Harbor,1,220,ATTEMPTED ROBBERY,38
2021,18,Southeast,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",627
2021,13,Newton,2,647,THROWING OBJECT AT MOVING VEHICLE,11
2021,15,N Hollywood,1,473,"THEFT, COIN MACHINE - GRAND ($950.01 & OVER)",1
2022,04,Hollenbeck,1,520,VEHICLE - ATTEMPT STOLEN,51
2022,13,Newton,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1
2021,17,Devonshire,2,434,FALSE IMPRISONMENT,4
2020,02,Rampart,2,943,CRUELTY TO ANIMALS,1
2021,16,Foothill,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",215
2021,16,Foothill,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2
2022,09,Van Nuys,2,662,"BUNCO, GRAND THEFT",61
2020,20,Olympic,1,441,THEFT PLAIN - ATTEMPT,5
2022,05,Harbor,1,510,VEHICLE - STOLEN,1216
2022,13,Newton,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),33
2020,03,Southwest,2,762,LEWD CONDUCT,10
2020,04,Hollenbeck,2,622,BATTERY ON A FIREFIGHTER,2
2020,03,Southwest,2,880,DISRUPT SCHOOL,1
2022,01,Central,1,352,PICKPOCKET,210
2022,21,Topanga,1,443,SHOPLIFTING - ATTEMPT,1
2020,06,Hollywood,2,860,BATTERY WITH SEXUAL CONTACT,70
2020,19,Mission,2,813,CHILD ANNOYING (17YRS & UNDER),15
2021,12,77th Street,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),50
2021,19,Mission,2,434,FALSE IMPRISONMENT,3
2020,03,Southwest,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,677
2022,18,Southeast,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2
2022,08,West LA,2,753,DISCHARGE FIREARMS/SHOTS FIRED,5
2021,05,Harbor,1,440,THEFT PLAIN - PETTY ($950 & UNDER),316
2021,03,Southwest,1,761,BRANDISH WEAPON,267
2022,14,Pacific,2,805,PIMPING,1
2020,06,Hollywood,2,928,THREATENING PHONE CALLS/LETTERS,1
2020,03,Southwest,2,664,"BUNCO, PETTY THEFT",32
2022,03,Southwest,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),216
2022,02,Rampart,1,444,DISHONEST EMPLOYEE - PETTY THEFT,1
2020,10,West Valley,1,220,ATTEMPTED ROBBERY,30
2022,20,Olympic,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),2
2021,04,Hollenbeck,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",4
2020,19,Mission,1,345,DISHONEST EMPLOYEE - GRAND THEFT,1
2022,12,77th Street,1,121,"RAPE, FORCIBLE",60
2020,15,N Hollywood,1,761,BRANDISH WEAPON,137
2022,15,N Hollywood,2,886,DISTURBING THE PEACE,28
2022,17,Devonshire,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",319
2020,09,Van Nuys,2,652,DOCUMENT WORTHLESS ($200 & UNDER),2
2021,13,Newton,1,350,"THEFT, PERSON",36
2022,10,West Valley,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",1
2020,04,Hollenbeck,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,10
2022,15,N Hollywood,2,910,KIDNAPPING,9
2022,09,Van Nuys,2,763,STALKING,5
2022,07,Wilshire,2,438,RECKLESS DRIVING,1
2020,18,Southeast,1,440,THEFT PLAIN - PETTY ($950 & UNDER),364
2020,05,Harbor,1,251,SHOTS FIRED AT INHABITED DWELLING,32
2020,10,West Valley,2,662,"BUNCO, GRAND THEFT",60
2022,03,Southwest,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",109
2021,06,Hollywood,1,251,SHOTS FIRED AT INHABITED DWELLING,12
2021,07,Wilshire,1,471,TILL TAP - PETTY ($950 & UNDER),1
2022,13,Newton,1,320,"BURGLARY, ATTEMPTED",30
2021,13,Newton,2,652,DOCUMENT WORTHLESS ($200 & UNDER),2
2020,17,Devonshire,2,903,CONTEMPT OF COURT,13
2022,21,Topanga,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",257
2020,06,Hollywood,2,900,VIOLATION OF COURT ORDER,39
2022,19,Mission,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",4
2022,06,Hollywood,2,805,PIMPING,3
2021,13,Newton,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),20
2020,04,Hollenbeck,1,121,"RAPE, FORCIBLE",24
2022,19,Mission,1,350,"THEFT, PERSON",25
2021,21,Topanga,2,623,BATTERY POLICE (SIMPLE),12
2021,11,Northeast,2,813,CHILD ANNOYING (17YRS & UNDER),7
2022,15,N Hollywood,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),191
2021,08,West LA,2,933,PROWLER,4
2021,21,Topanga,1,441,THEFT PLAIN - ATTEMPT,5
2022,13,Newton,1,350,"THEFT, PERSON",49
2020,09,Van Nuys,1,443,SHOPLIFTING - ATTEMPT,1
2020,05,Harbor,1,450,THEFT FROM PERSON - ATTEMPT,2
2022,19,Mission,2,943,CRUELTY TO ANIMALS,1
2020,18,Southeast,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",51
2021,11,Northeast,1,440,THEFT PLAIN - PETTY ($950 & UNDER),623
2020,10,West Valley,1,480,BIKE - STOLEN,62
2021,18,Southeast,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,765
2022,17,Devonshire,2,814,CHILD PORNOGRAPHY,4
2021,05,Harbor,2,437,RESISTING ARREST,10
2021,21,Topanga,2,949,ILLEGAL DUMPING,2
2022,12,77th Street,2,888,TRESPASSING,67
2021,16,Foothill,2,625,OTHER ASSAULT,26
2022,16,Foothill,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,145
2020,11,Northeast,2,901,VIOLATION OF RESTRAINING ORDER,115
2020,05,Harbor,2,762,LEWD CONDUCT,2
2020,12,77th Street,2,813,CHILD ANNOYING (17YRS & UNDER),14
2020,13,Newton,2,932,PEEPING TOM,1
2022,07,Wilshire,1,352,PICKPOCKET,91
2020,01,Central,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",47
2021,20,Olympic,2,886,DISTURBING THE PEACE,17
2022,18,Southeast,1,352,PICKPOCKET,2
2020,06,Hollywood,1,470,TILL TAP - GRAND THEFT ($950.01 & OVER),1
2020,16,Foothill,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,4
2020,13,Newton,1,441,THEFT PLAIN - ATTEMPT,10
2022,05,Harbor,2,888,TRESPASSING,86
2022,13,Newton,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1
2022,11,Northeast,1,220,ATTEMPTED ROBBERY,45
2021,13,Newton,2,664,"BUNCO, PETTY THEFT",9
2022,02,Rampart,1,251,SHOTS FIRED AT INHABITED DWELLING,14
2022,08,West LA,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,254
2020,05,Harbor,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,13
2020,04,Hollenbeck,1,820,ORAL COPULATION,7
2021,01,Central,2,664,"BUNCO, PETTY THEFT",26
2020,14,Pacific,1,487,BOAT - STOLEN,1
2022,14,Pacific,1,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",131
2022,18,Southeast,2,901,VIOLATION OF RESTRAINING ORDER,170
2021,20,Olympic,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",603
2021,19,Mission,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",5
2021,09,Van Nuys,2,762,LEWD CONDUCT,4
2021,19,Mission,2,813,CHILD ANNOYING (17YRS & UNDER),13
2020,05,Harbor,2,813,CHILD ANNOYING (17YRS & UNDER),15
2020,14,Pacific,1,761,BRANDISH WEAPON,104
2022,01,Central,1,320,"BURGLARY, ATTEMPTED",47
2020,01,Central,2,762,LEWD CONDUCT,11
2022,18,Southeast,1,480,BIKE - STOLEN,8
2020,21,Topanga,2,762,LEWD CONDUCT,8
2020,16,Foothill,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),409
2021,05,Harbor,2,434,FALSE IMPRISONMENT,3
2020,14,Pacific,2,762,LEWD CONDUCT,11
2021,20,Olympic,2,649,DOCUMENT FORGERY / STOLEN FELONY,30
2022,07,Wilshire,2,753,DISCHARGE FIREARMS/SHOTS FIRED,14
2022,09,Van Nuys,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1
2020,08,West LA,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37
2022,14,Pacific,2,763,STALKING,7
2020,09,Van Nuys,2,954,CONTRIBUTING,1
2021,13,Newton,1,330,BURGLARY FROM VEHICLE,553
2020,21,Topanga,1,113,"MANSLAUGHTER, NEGLIGENT",1
2022,18,Southeast,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),18
2022,09,Van Nuys,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,3
2021,08,West LA,1,210,ROBBERY,159
2022,09,Van Nuys,1,320,"BURGLARY, ATTEMPTED",41
2021,02,Rampart,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,6
2020,12,77th Street,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,8
2020,01,Central,2,901,VIOLATION OF RESTRAINING ORDER,58
2022,12,77th Street,1,350,"THEFT, PERSON",79
2021,07,Wilshire,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),5
2020,16,Foothill,2,666,"BUNCO, ATTEMPT",1
2022,03,Southwest,2,900,VIOLATION OF COURT ORDER,93
2021,21,Topanga,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2
2022,19,Mission,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),30
2020,05,Harbor,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",9
2020,09,Van Nuys,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1
2021,15,N Hollywood,1,820,ORAL COPULATION,3
2020,10,West Valley,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,9
2021,21,Topanga,1,330,BURGLARY FROM VEHICLE,559
2020,10,West Valley,1,441,THEFT PLAIN - ATTEMPT,3
2020,02,Rampart,2,661,UNAUTHORIZED COMPUTER ACCESS,4
2020,07,Wilshire,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1
2020,21,Topanga,1,443,SHOPLIFTING - ATTEMPT,7
2020,21,Topanga,1,441,THEFT PLAIN - ATTEMPT,4
2020,17,Devonshire,1,352,PICKPOCKET,1
2021,18,Southeast,2,623,BATTERY POLICE (SIMPLE),63
2020,02,Rampart,1,121,"RAPE, FORCIBLE",48
2021,11,Northeast,2,932,PEEPING TOM,1
2020,16,Foothill,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2
2022,09,Van Nuys,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),74
2021,09,Van Nuys,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2
2020,21,Topanga,1,210,ROBBERY,191
2020,06,Hollywood,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",31
2022,08,West LA,1,352,PICKPOCKET,25
2020,15,N Hollywood,2,814,CHILD PORNOGRAPHY,2
2020,18,Southeast,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,16
2021,01,Central,2,354,THEFT OF IDENTITY,303
2020,02,Rampart,2,756,WEAPONS POSSESSION/BOMBING,1
2021,14,Pacific,2,901,VIOLATION OF RESTRAINING ORDER,81
2020,16,Foothill,1,310,BURGLARY,442
2021,10,West Valley,2,753,DISCHARGE FIREARMS/SHOTS FIRED,16
2021,17,Devonshire,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1
2020,02,Rampart,2,920,KIDNAPPING - GRAND ATTEMPT,2
2022,15,N Hollywood,2,237,CHILD NEGLECT (SEE 300 W.I.C.),9
2022,20,Olympic,2,900,VIOLATION OF COURT ORDER,84
2020,12,77th Street,2,756,WEAPONS POSSESSION/BOMBING,1
2020,14,Pacific,1,443,SHOPLIFTING - ATTEMPT,1
2020,20,Olympic,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2021,01,Central,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",7
2022,07,Wilshire,1,440,THEFT PLAIN - PETTY ($950 & UNDER),663
2021,16,Foothill,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",6
2022,17,Devonshire,1,122,"RAPE, ATTEMPTED",2
2022,15,N Hollywood,1,251,SHOTS FIRED AT INHABITED DWELLING,17
2021,03,Southwest,2,664,"BUNCO, PETTY THEFT",27
2022,13,Newton,2,436,LYNCHING - ATTEMPTED,2
2020,18,Southeast,1,450,THEFT FROM PERSON - ATTEMPT,2
2020,08,West LA,2,901,VIOLATION OF RESTRAINING ORDER,82
2020,19,Mission,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),14
2021,17,Devonshire,2,661,UNAUTHORIZED COMPUTER ACCESS,9
2022,12,77th Street,2,755,BOMB SCARE,1
2021,05,Harbor,2,623,BATTERY POLICE (SIMPLE),23
2021,15,N Hollywood,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",388
2021,11,Northeast,1,820,ORAL COPULATION,3
2021,10,West Valley,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",14
2021,17,Devonshire,2,662,"BUNCO, GRAND THEFT",65
2022,20,Olympic,1,450,THEFT FROM PERSON - ATTEMPT,2
2021,02,Rampart,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),92
2022,07,Wilshire,2,647,THROWING OBJECT AT MOVING VEHICLE,9
2020,03,Southwest,2,850,INDECENT EXPOSURE,6
2021,05,Harbor,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),98
2022,10,West Valley,1,350,"THEFT, PERSON",19
2021,19,Mission,1,220,ATTEMPTED ROBBERY,36
2021,20,Olympic,1,122,"RAPE, ATTEMPTED",6
2021,10,West Valley,1,443,SHOPLIFTING - ATTEMPT,1
2022,16,Foothill,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1
2020,16,Foothill,2,901,VIOLATION OF RESTRAINING ORDER,123
2022,19,Mission,2,434,FALSE IMPRISONMENT,3
2022,07,Wilshire,2,755,BOMB SCARE,9
2021,08,West LA,1,220,ATTEMPTED ROBBERY,27
2022,03,Southwest,2,753,DISCHARGE FIREARMS/SHOTS FIRED,29
2021,13,Newton,2,928,THREATENING PHONE CALLS/LETTERS,1
2022,01,Central,2,901,VIOLATION OF RESTRAINING ORDER,69
2022,16,Foothill,2,901,VIOLATION OF RESTRAINING ORDER,123
2020,09,Van Nuys,2,354,THEFT OF IDENTITY,585
2021,11,Northeast,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,311
2021,14,Pacific,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),89
2020,10,West Valley,2,900,VIOLATION OF COURT ORDER,74
2021,12,77th Street,1,761,BRANDISH WEAPON,353
2022,04,Hollenbeck,2,753,DISCHARGE FIREARMS/SHOTS FIRED,31
2020,19,Mission,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",1
2021,04,Hollenbeck,1,820,ORAL COPULATION,4
2021,11,Northeast,1,220,ATTEMPTED ROBBERY,44
2021,20,Olympic,2,928,THREATENING PHONE CALLS/LETTERS,31
2021,09,Van Nuys,1,320,"BURGLARY, ATTEMPTED",42
2022,15,N Hollywood,2,435,LYNCHING,1
2021,03,Southwest,2,762,LEWD CONDUCT,17
2020,16,Foothill,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),138
2021,20,Olympic,2,890,FAILURE TO YIELD,7
2021,05,Harbor,1,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",1
2021,02,Rampart,2,886,DISTURBING THE PEACE,10
2020,15,N Hollywood,1,351,PURSE SNATCHING,1
2021,11,Northeast,2,660,COUNTERFEIT,2
2022,11,Northeast,2,920,KIDNAPPING - GRAND ATTEMPT,2
2022,09,Van Nuys,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",7
2022,04,Hollenbeck,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),271
2022,03,Southwest,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),2
2020,19,Mission,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,587
2021,20,Olympic,2,806,PANDERING,2
2021,12,77th Street,2,666,"BUNCO, ATTEMPT",13
2021,09,Van Nuys,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",12
2020,09,Van Nuys,1,487,BOAT - STOLEN,2
2021,15,N Hollywood,2,762,LEWD CONDUCT,7
2021,16,Foothill,1,122,"RAPE, ATTEMPTED",1
2021,03,Southwest,2,942,BRIBERY,1
2021,09,Van Nuys,1,352,PICKPOCKET,2
2022,01,Central,1,450,THEFT FROM PERSON - ATTEMPT,6
2022,04,Hollenbeck,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",3
2020,16,Foothill,2,850,INDECENT EXPOSURE,15
2021,15,N Hollywood,1,471,TILL TAP - PETTY ($950 & UNDER),1
2020,07,Wilshire,1,520,VEHICLE - ATTEMPT STOLEN,12
2021,14,Pacific,1,210,ROBBERY,269
2022,20,Olympic,2,664,"BUNCO, PETTY THEFT",29
2021,08,West LA,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",9
2022,08,West LA,1,450,THEFT FROM PERSON - ATTEMPT,3
2020,08,West LA,1,440,THEFT PLAIN - PETTY ($950 & UNDER),632
2021,10,West Valley,2,928,THREATENING PHONE CALLS/LETTERS,4
2020,06,Hollywood,1,251,SHOTS FIRED AT INHABITED DWELLING,3
2021,21,Topanga,2,946,OTHER MISCELLANEOUS CRIME,56
2022,09,Van Nuys,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1
2020,20,Olympic,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,181
2020,06,Hollywood,2,625,OTHER ASSAULT,71
2022,05,Harbor,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),22
2020,02,Rampart,1,820,ORAL COPULATION,2
2020,15,N Hollywood,2,946,OTHER MISCELLANEOUS CRIME,105
2021,08,West LA,2,900,VIOLATION OF COURT ORDER,22
2020,19,Mission,2,928,THREATENING PHONE CALLS/LETTERS,3
2021,14,Pacific,2,624,BATTERY - SIMPLE ASSAULT,733
2020,01,Central,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,12
2020,05,Harbor,1,122,"RAPE, ATTEMPTED",3
2022,21,Topanga,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",80
2020,21,Topanga,1,648,ARSON,10
2020,15,N Hollywood,2,437,RESISTING ARREST,7
2021,12,77th Street,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),206
2022,02,Rampart,1,121,"RAPE, FORCIBLE",57
2021,17,Devonshire,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1
2021,17,Devonshire,1,443,SHOPLIFTING - ATTEMPT,2
2022,15,N Hollywood,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",693
2020,08,West LA,2,954,CONTRIBUTING,1
2022,07,Wilshire,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),156
2021,01,Central,1,350,"THEFT, PERSON",138
2020,20,Olympic,1,350,"THEFT, PERSON",72
2022,06,Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),795
2020,01,Central,2,354,THEFT OF IDENTITY,229
2022,20,Olympic,1,320,"BURGLARY, ATTEMPTED",51
2021,11,Northeast,1,480,BIKE - STOLEN,84
2021,17,Devonshire,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,11
2020,11,Northeast,1,352,PICKPOCKET,1
2020,04,Hollenbeck,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",9
2022,16,Foothill,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,380
2022,16,Foothill,1,441,THEFT PLAIN - ATTEMPT,4
2022,03,Southwest,2,434,FALSE IMPRISONMENT,6
2021,06,Hollywood,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",9
2021,09,Van Nuys,2,900,VIOLATION OF COURT ORDER,82
2021,18,Southeast,2,354,THEFT OF IDENTITY,373
2020,15,N Hollywood,2,932,PEEPING TOM,7
2022,17,Devonshire,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",12
2021,17,Devonshire,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,3
2022,15,N Hollywood,2,901,VIOLATION OF RESTRAINING ORDER,19
2021,21,Topanga,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),147
2020,19,Mission,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),254
2020,15,N Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),563
2021,05,Harbor,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,5
2021,19,Mission,1,320,"BURGLARY, ATTEMPTED",23
2020,16,Foothill,1,210,ROBBERY,167
2020,18,Southeast,2,647,THROWING OBJECT AT MOVING VEHICLE,14
2021,03,Southwest,2,647,THROWING OBJECT AT MOVING VEHICLE,7
2021,05,Harbor,1,110,CRIMINAL HOMICIDE,26
2020,19,Mission,1,443,SHOPLIFTING - ATTEMPT,3
2020,02,Rampart,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,3
2021,04,Hollenbeck,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",7
2020,07,Wilshire,2,920,KIDNAPPING - GRAND ATTEMPT,1
2022,06,Hollywood,2,756,WEAPONS POSSESSION/BOMBING,1
2021,01,Central,2,434,FALSE IMPRISONMENT,9
2022,07,Wilshire,2,886,DISTURBING THE PEACE,52
2020,04,Hollenbeck,2,920,KIDNAPPING - GRAND ATTEMPT,3
2022,12,77th Street,2,928,THREATENING PHONE CALLS/LETTERS,6
2022,14,Pacific,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2
2021,04,Hollenbeck,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1
2022,13,Newton,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),326
2021,21,Topanga,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),444
2020,07,Wilshire,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",8
2022,08,West LA,2,662,"BUNCO, GRAND THEFT",101
2020,15,N Hollywood,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,514
2020,04,Hollenbeck,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",51
2020,10,West Valley,2,446,PETTY THEFT - AUTO REPAIR,2
2020,16,Foothill,2,932,PEEPING TOM,3
2021,03,Southwest,2,888,TRESPASSING,97
2022,07,Wilshire,1,210,ROBBERY,366
2021,20,Olympic,2,666,"BUNCO, ATTEMPT",1
2021,06,Hollywood,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",540
2022,14,Pacific,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,337
2022,11,Northeast,2,624,BATTERY - SIMPLE ASSAULT,661
2022,06,Hollywood,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2
2022,06,Hollywood,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",31
2021,20,Olympic,1,351,PURSE SNATCHING,1
2022,06,Hollywood,2,434,FALSE IMPRISONMENT,8
2021,10,West Valley,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",287
2021,07,Wilshire,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),246
2021,15,N Hollywood,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2
2022,19,Mission,2,922,CHILD STEALING,1
2022,19,Mission,2,662,"BUNCO, GRAND THEFT",55
2021,06,Hollywood,2,860,BATTERY WITH SEXUAL CONTACT,75
2021,09,Van Nuys,1,487,BOAT - STOLEN,1
2020,13,Newton,1,444,DISHONEST EMPLOYEE - PETTY THEFT,1
2020,18,Southeast,2,943,CRUELTY TO ANIMALS,2
2020,17,Devonshire,2,662,"BUNCO, GRAND THEFT",72
2022,03,Southwest,1,122,"RAPE, ATTEMPTED",3
2020,12,77th Street,1,761,BRANDISH WEAPON,318
2020,07,Wilshire,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,34
2021,12,77th Street,2,910,KIDNAPPING,24
2022,07,Wilshire,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,352
2022,20,Olympic,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,120
2021,06,Hollywood,2,928,THREATENING PHONE CALLS/LETTERS,6
2022,10,West Valley,2,434,FALSE IMPRISONMENT,1
2022,05,Harbor,2,666,"BUNCO, ATTEMPT",5
2022,11,Northeast,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,5
2022,04,Hollenbeck,2,946,OTHER MISCELLANEOUS CRIME,32
2021,10,West Valley,1,220,ATTEMPTED ROBBERY,42
2021,16,Foothill,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),360
2022,21,Topanga,2,664,"BUNCO, PETTY THEFT",26
2020,20,Olympic,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",286
2022,17,Devonshire,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1
2020,14,Pacific,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",10
2022,04,Hollenbeck,1,352,PICKPOCKET,10
2022,09,Van Nuys,1,441,THEFT PLAIN - ATTEMPT,5
2021,01,Central,2,940,EXTORTION,8
2022,19,Mission,2,762,LEWD CONDUCT,5
2022,14,Pacific,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",7
2020,20,Olympic,2,647,THROWING OBJECT AT MOVING VEHICLE,9
2020,09,Van Nuys,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,6
